timestamp,TimeUS,Th0,UR,UP,UY
1746304127.94300008,60096647,0.33524206280708313,-0.1207738146185875,-0.013796042650938034,0.0027036480605602264
1746304127.94500017,60098647,0.3351753056049347,-0.1196025013923645,-0.014360735192894936,0.0027360194362699986
1746304127.94799995,60101647,0.335090309381485,-0.10643678158521652,-0.014617524109780788,0.0025778557173907757
1746304127.95000005,60103647,0.3350633978843689,-0.08975395560264587,-0.015201668255031109,0.0023851352743804455
1746304127.95300007,60106647,0.3350582718849182,-0.05752938985824585,-0.015456163324415684,0.0019286908209323883
1746304127.95500016,60108647,0.3350852131843567,-0.030610796064138412,-0.015969758853316307,0.0015709453728049994
1746304127.95799994,60111647,0.3351423740386963,0.01074319425970316,-0.016089778393507004,0.000972250010818243
1746304127.96000004,60113647,0.3351779878139496,0.038991425186395645,-0.016549386084079742,0.0005717623862437904
1746304127.96300006,60116647,0.33521759510040283,0.07516450434923172,-0.016459546983242035,2.4419990950264037e-05
1746304127.96500015,60118647,0.3352237939834595,0.09478041529655457,-0.016708021983504295,-0.0002946380409412086
1746304127.96799994,60121647,0.33521515130996704,0.11294612288475037,-0.016502829268574715,-0.0006334793288260698
1746304127.97000003,60123647,0.33520105481147766,0.11743330955505371,-0.016652800142765045,-0.0007869908586144447
1746304127.97300005,60126647,0.3351825773715973,0.11199222505092621,-0.016354402527213097,-0.0008430281886830926
1746304127.97500014,60128647,0.3351866602897644,0.10014423727989197,-0.016509313136339188,-0.0008014545310288668
1746304127.97800016,60131647,0.33521538972854614,0.07350484281778336,-0.016232391819357872,-0.0005729480762965977
1746304127.98000002,60133647,0.3352573812007904,0.04921332746744156,-0.016390560194849968,-0.0003541516198311001
1746304127.98300004,60136647,0.3353325128555298,0.00932982936501503,-0.01626247726380825,6.988419045228511e-05
1746304127.98500013,60138647,0.3353763520717621,-0.01998761110007763,-0.016489336267113686,0.0003675343468785286
1746304127.98800015,60141647,0.33542191982269287,-0.059898436069488525,-0.016269810497760773,0.0007869905675761402
1746304127.99000001,60143647,0.33542126417160034,-0.08382800966501236,-0.016496598720550537,0.001031072111800313
1746304127.99300003,60146647,0.3353898227214813,-0.10958167165517807,-0.016145922243595123,0.0012841137358918786
1746304127.99500012,60148647,0.33534690737724304,-0.11982373893260956,-0.016314784064888954,0.0013933823211118579
1746304127.99800014,60151647,0.3352750539779663,-0.1226433739066124,-0.01607672870159149,0.0014105006121098995
1746304128.00000000,60153647,0.3352389633655548,-0.11555220931768417,-0.016135241836309433,0.0013537374325096607
1746304128.00300002,60156647,0.3352111577987671,-0.09466923773288727,-0.015913914889097214,0.001122371875680983
1746304128.00500011,60158647,0.3352293074131012,-0.07395707815885544,-0.016087733209133148,0.0009079333394765854
1746304128.00800014,60161647,0.33529141545295715,-0.03760029003024101,-0.015901464968919754,0.0004903636872768402
1746304128.00999999,60163647,0.3353554904460907,-0.00911797396838665,-0.016106273978948593,0.00019329496717546135
1746304128.01300001,60166647,0.33545729517936707,0.032535262405872345,-0.015798378735780716,-0.00024397799279540777
1746304128.01500010,60168647,0.3355144262313843,0.05938521400094032,-0.015809528529644012,-0.0005136693362146616
1746304128.01800013,60171647,0.33557990193367004,0.09090466797351837,-0.015405001118779182,-0.0008318085456266999
1746304128.01999998,60173647,0.335601270198822,0.10591603070497513,-0.015426796860992908,-0.0009906146442517638
1746304128.02300000,60176647,0.3356156647205353,0.11666873842477798,-0.015003190375864506,-0.0010920125059783459
1746304128.02500010,60178647,0.3356199860572815,0.11551034450531006,-0.014940593391656876,-0.0010958295315504074
1746304128.02800012,60181647,0.33563169836997986,0.10250377655029297,-0.014493717812001705,-0.0009674737229943275
1746304128.02999997,60183647,0.33565619587898254,0.08609550446271896,-0.014503058046102524,-0.0008246052311733365
1746304128.03299999,60186647,0.3357112407684326,0.05399230122566223,-0.014101196080446243,-0.0005026076105423272
1746304128.03500009,60188647,0.3357597589492798,0.02718145214021206,-0.014229260385036469,-0.00025777870905585587
1746304128.03800011,60191647,0.3358297348022461,-0.014110113494098186,-0.013963492587208748,0.00014214159455150366
1746304128.03999996,60193647,0.33585456013679504,-0.04260021820664406,-0.013943507336080074,0.00040895951678976417
1746304128.04299998,60196647,0.3358609676361084,-0.07896524667739868,-0.013746639713644981,0.0007734724204055965
1746304128.04500008,60198647,0.3358307182788849,-0.09886223077774048,-0.013719183392822742,0.0009873186936601996
1746304128.04800010,60201647,0.33575764298439026,-0.11725970357656479,-0.013441808521747589,0.0012161049526184797
1746304128.04999995,60203647,0.3356933891773224,-0.12181584537029266,-0.013516894541680813,0.0013199695385992527
1746304128.05299997,60206647,0.3355981707572937,-0.1170107051730156,-0.0131454449146986,0.0013535006437450647
1746304128.05500007,60208647,0.3355538845062256,-0.1055765151977539,-0.013221500441432,0.0013189895544201136
1746304128.05800009,60211647,0.3355187177658081,-0.0795912817120552,-0.01305169053375721,0.0011507229646667838
1746304128.05999994,60213647,0.3355305790901184,-0.055555589497089386,-0.013112965039908886,0.0009924215264618397
